ticket_id,title,description,summary,log_entries
31e75bcb,SQL server high CPU,SQL server high CPU,SQL server high CPU observed. Possible reason: A bad or inefficient query running too long.,[2025-09-10 16:28] DBA acknowledged the incident. || [2025-09-10 16:39] Investigated system performance counters. || [2025-09-10 16:55] Checked SQL server error logs. || [2025-09-10 17:00] Identified root cause: A bad or inefficient query running too long. || [2025-09-10 17:05] Applied mitigation step. || [2025-09-10 17:21] Service returned to healthy state.
a7cf4d1f,SQL server availability group failover,SQL server availability group failover,SQL server availability group failover observed. Possible reason: Cluster node heartbeat lost.,[2025-09-15 16:28] DBA acknowledged the incident. || [2025-09-15 16:42] Investigated system performance counters. || [2025-09-15 16:47] Checked SQL server error logs. || [2025-09-15 16:52] Identified root cause: Cluster node heartbeat lost. || [2025-09-15 16:58] Applied mitigation step. || [2025-09-15 17:04] Service returned to healthy state.
ceeabc98,SQL server high CPU,SQL server high CPU,SQL server high CPU observed. Possible reason: More connections than expected hitting the server.,[2025-10-03 16:28] DBA acknowledged the incident. || [2025-10-03 16:35] Investigated system performance counters. || [2025-10-03 16:43] Checked SQL server error logs. || [2025-10-03 16:56] Identified root cause: More connections than expected hitting the server. || [2025-10-03 17:09] Applied mitigation step. || [2025-10-03 17:21] Service returned to healthy state.
51c73d30,SQL server availability group failover,SQL server availability group failover,SQL server availability group failover observed. Possible reason: Cluster node heartbeat lost.,[2025-10-03 16:28] DBA acknowledged the incident. || [2025-10-03 16:46] Investigated system performance counters. || [2025-10-03 17:06] Checked SQL server error logs. || [2025-10-03 17:15] Identified root cause: Cluster node heartbeat lost. || [2025-10-03 17:33] Applied mitigation step. || [2025-10-03 17:39] Service returned to healthy state.
9c64f6c4,SQL server availability group failover,SQL server availability group failover,SQL server availability group failover observed. Possible reason: Cluster service instability.,[2025-10-04 16:28] DBA acknowledged the incident. || [2025-10-04 16:46] Investigated system performance counters. || [2025-10-04 17:06] Checked SQL server error logs. || [2025-10-04 17:23] Identified root cause: Cluster service instability. || [2025-10-04 17:43] Applied mitigation step. || [2025-10-04 17:57] Service returned to healthy state.
c90a3514,SQL server db connection,SQL server db connection,SQL server db connection observed. Possible reason: SQL service not online due to failure.,[2025-09-13 16:28] DBA acknowledged the incident. || [2025-09-13 16:46] Investigated system performance counters. || [2025-09-13 16:53] Checked SQL server error logs. || [2025-09-13 17:07] Identified root cause: SQL service not online due to failure. || [2025-09-13 17:27] Applied mitigation step. || [2025-09-13 17:39] Service returned to healthy state.
e9092ff6,SQL server db connection,SQL server db connection,"SQL server db connection observed. Possible reason: Listener switch-over happened, DB inaccessible for some time.","[2025-09-11 16:28] DBA acknowledged the incident. || [2025-09-11 16:48] Investigated system performance counters. || [2025-09-11 16:55] Checked SQL server error logs. || [2025-09-11 17:05] Identified root cause: Listener switch-over happened, DB inaccessible for some time. || [2025-09-11 17:18] Applied mitigation step. || [2025-09-11 17:25] Service returned to healthy state."
74b8e17a,SQL server disk I/O bottleneck,SQL server disk I/O bottleneck,SQL server disk I/O bottleneck observed. Possible reason: Underlying storage subsystem is slow.,[2025-09-25 16:28] DBA acknowledged the incident. || [2025-09-25 16:46] Investigated system performance counters. || [2025-09-25 16:55] Checked SQL server error logs. || [2025-09-25 17:07] Identified root cause: Underlying storage subsystem is slow. || [2025-09-25 17:25] Applied mitigation step. || [2025-09-25 17:35] Service returned to healthy state.
a91e3a04,SQL server deadlocks,SQL server deadlocks,SQL server deadlocks observed. Possible reason: Batch queries holding locks too long.,[2025-09-18 16:28] DBA acknowledged the incident. || [2025-09-18 16:44] Investigated system performance counters. || [2025-09-18 17:04] Checked SQL server error logs. || [2025-09-18 17:16] Identified root cause: Batch queries holding locks too long. || [2025-09-18 17:30] Applied mitigation step. || [2025-09-18 17:39] Service returned to healthy state.
f3d05cb6,SQL server disk I/O bottleneck,SQL server disk I/O bottleneck,SQL server disk I/O bottleneck observed. Possible reason: Missing indexes leading to full scans.,[2025-10-02 16:28] DBA acknowledged the incident. || [2025-10-02 16:48] Investigated system performance counters. || [2025-10-02 17:05] Checked SQL server error logs. || [2025-10-02 17:25] Identified root cause: Missing indexes leading to full scans. || [2025-10-02 17:38] Applied mitigation step. || [2025-10-02 17:56] Service returned to healthy state.
99360c42,SQL server db connection,SQL server db connection,SQL server db connection observed. Possible reason: SQL service not online due to failure.,[2025-09-13 16:28] DBA acknowledged the incident. || [2025-09-13 16:45] Investigated system performance counters. || [2025-09-13 17:00] Checked SQL server error logs. || [2025-09-13 17:17] Identified root cause: SQL service not online due to failure. || [2025-09-13 17:33] Applied mitigation step. || [2025-09-13 17:38] Service returned to healthy state.
f52d90db,SQL server disk I/O bottleneck,SQL server disk I/O bottleneck,SQL server disk I/O bottleneck observed. Possible reason: Transaction log growth issue filling disk.,[2025-09-11 16:28] DBA acknowledged the incident. || [2025-09-11 16:43] Investigated system performance counters. || [2025-09-11 17:01] Checked SQL server error logs. || [2025-09-11 17:19] Identified root cause: Transaction log growth issue filling disk. || [2025-09-11 17:29] Applied mitigation step. || [2025-09-11 17:42] Service returned to healthy state.
a463aa71,SQL server availability group failover,SQL server availability group failover,SQL server availability group failover observed. Possible reason: Automatic failover triggered.,[2025-10-04 16:28] DBA acknowledged the incident. || [2025-10-04 16:35] Investigated system performance counters. || [2025-10-04 16:52] Checked SQL server error logs. || [2025-10-04 17:10] Identified root cause: Automatic failover triggered. || [2025-10-04 17:24] Applied mitigation step. || [2025-10-04 17:32] Service returned to healthy state.
81f09689,SQL server deadlocks,SQL server deadlocks,SQL server deadlocks observed. Possible reason: Application logic causing circular locking.,[2025-09-14 16:28] DBA acknowledged the incident. || [2025-09-14 16:41] Investigated system performance counters. || [2025-09-14 16:48] Checked SQL server error logs. || [2025-09-14 17:05] Identified root cause: Application logic causing circular locking. || [2025-09-14 17:18] Applied mitigation step. || [2025-09-14 17:30] Service returned to healthy state.
bdb95789,SQL server db connection,SQL server db connection,"SQL server db connection observed. Possible reason: The server is low on resources like memory, cpu, io serving etc.","[2025-09-30 16:28] DBA acknowledged the incident. || [2025-09-30 16:46] Investigated system performance counters. || [2025-09-30 17:03] Checked SQL server error logs. || [2025-09-30 17:21] Identified root cause: The server is low on resources like memory, cpu, io serving etc. || [2025-09-30 17:31] Applied mitigation step. || [2025-09-30 17:49] Service returned to healthy state."
0a315443,SQL server disk I/O bottleneck,SQL server disk I/O bottleneck,SQL server disk I/O bottleneck observed. Possible reason: Missing indexes leading to full scans.,[2025-09-16 16:28] DBA acknowledged the incident. || [2025-09-16 16:38] Investigated system performance counters. || [2025-09-16 16:47] Checked SQL server error logs. || [2025-09-16 17:06] Identified root cause: Missing indexes leading to full scans. || [2025-09-16 17:15] Applied mitigation step. || [2025-09-16 17:30] Service returned to healthy state.
797a742d,SQL server disk I/O bottleneck,SQL server disk I/O bottleneck,SQL server disk I/O bottleneck observed. Possible reason: Excessive tempdb usage under workload.,[2025-09-20 16:28] DBA acknowledged the incident. || [2025-09-20 16:43] Investigated system performance counters. || [2025-09-20 16:58] Checked SQL server error logs. || [2025-09-20 17:14] Identified root cause: Excessive tempdb usage under workload. || [2025-09-20 17:23] Applied mitigation step. || [2025-09-20 17:39] Service returned to healthy state.
48c2c11b,SQL server disk I/O bottleneck,SQL server disk I/O bottleneck,SQL server disk I/O bottleneck observed. Possible reason: Transaction log growth issue filling disk.,[2025-09-12 16:28] DBA acknowledged the incident. || [2025-09-12 16:47] Investigated system performance counters. || [2025-09-12 16:58] Checked SQL server error logs. || [2025-09-12 17:05] Identified root cause: Transaction log growth issue filling disk. || [2025-09-12 17:14] Applied mitigation step. || [2025-09-12 17:27] Service returned to healthy state.
e463a4ae,SQL server deadlocks,SQL server deadlocks,SQL server deadlocks observed. Possible reason: Application logic causing circular locking.,[2025-09-24 16:28] DBA acknowledged the incident. || [2025-09-24 16:38] Investigated system performance counters. || [2025-09-24 16:54] Checked SQL server error logs. || [2025-09-24 17:02] Identified root cause: Application logic causing circular locking. || [2025-09-24 17:15] Applied mitigation step. || [2025-09-24 17:26] Service returned to healthy state.
fe4980f2,SQL server db connection,SQL server db connection,SQL server db connection observed. Possible reason: Too many sessions blocking on server.,[2025-09-18 16:28] DBA acknowledged the incident. || [2025-09-18 16:36] Investigated system performance counters. || [2025-09-18 16:54] Checked SQL server error logs. || [2025-09-18 17:10] Identified root cause: Too many sessions blocking on server. || [2025-09-18 17:20] Applied mitigation step. || [2025-09-18 17:36] Service returned to healthy state.
98cc92a8,SQL server high CPU,SQL server high CPU,SQL server high CPU observed. Possible reason: Index/table scan causing server overhead.,[2025-09-16 16:28] DBA acknowledged the incident. || [2025-09-16 16:47] Investigated system performance counters. || [2025-09-16 16:59] Checked SQL server error logs. || [2025-09-16 17:07] Identified root cause: Index/table scan causing server overhead. || [2025-09-16 17:19] Applied mitigation step. || [2025-09-16 17:25] Service returned to healthy state.
5f035b32,SQL server disk I/O bottleneck,SQL server disk I/O bottleneck,SQL server disk I/O bottleneck observed. Possible reason: Excessive tempdb usage under workload.,[2025-09-10 16:28] DBA acknowledged the incident. || [2025-09-10 16:48] Investigated system performance counters. || [2025-09-10 16:53] Checked SQL server error logs. || [2025-09-10 17:03] Identified root cause: Excessive tempdb usage under workload. || [2025-09-10 17:22] Applied mitigation step. || [2025-09-10 17:29] Service returned to healthy state.
d81e3744,SQL server high CPU,SQL server high CPU,SQL server high CPU observed. Possible reason: A bad or inefficient query running too long.,[2025-09-28 16:28] DBA acknowledged the incident. || [2025-09-28 16:37] Investigated system performance counters. || [2025-09-28 16:43] Checked SQL server error logs. || [2025-09-28 16:56] Identified root cause: A bad or inefficient query running too long. || [2025-09-28 17:06] Applied mitigation step. || [2025-09-28 17:19] Service returned to healthy state.
fa1e9f7e,SQL server memory pressure,SQL server memory pressure,SQL server memory pressure observed. Possible reason: In-Memory OLTP pressure.,[2025-10-03 16:28] DBA acknowledged the incident. || [2025-10-03 16:34] Investigated system performance counters. || [2025-10-03 16:41] Checked SQL server error logs. || [2025-10-03 16:48] Identified root cause: In-Memory OLTP pressure. || [2025-10-03 17:00] Applied mitigation step. || [2025-10-03 17:13] Service returned to healthy state.
9b20548d,SQL server availability group failover,SQL server availability group failover,SQL server availability group failover observed. Possible reason: Cluster node heartbeat lost.,[2025-09-27 16:28] DBA acknowledged the incident. || [2025-09-27 16:39] Investigated system performance counters. || [2025-09-27 16:50] Checked SQL server error logs. || [2025-09-27 17:06] Identified root cause: Cluster node heartbeat lost. || [2025-09-27 17:16] Applied mitigation step. || [2025-09-27 17:31] Service returned to healthy state.
9f3761a5,SQL server high CPU,SQL server high CPU,SQL server high CPU observed. Possible reason: More connections than expected hitting the server.,[2025-09-13 16:28] DBA acknowledged the incident. || [2025-09-13 16:34] Investigated system performance counters. || [2025-09-13 16:46] Checked SQL server error logs. || [2025-09-13 16:54] Identified root cause: More connections than expected hitting the server. || [2025-09-13 17:13] Applied mitigation step. || [2025-09-13 17:25] Service returned to healthy state.
88ec8db5,SQL server availability group failover,SQL server availability group failover,SQL server availability group failover observed. Possible reason: Cluster node heartbeat lost.,[2025-09-12 16:28] DBA acknowledged the incident. || [2025-09-12 16:34] Investigated system performance counters. || [2025-09-12 16:41] Checked SQL server error logs. || [2025-09-12 16:46] Identified root cause: Cluster node heartbeat lost. || [2025-09-12 16:58] Applied mitigation step. || [2025-09-12 17:13] Service returned to healthy state.
e7afc85c,SQL server high CPU,SQL server high CPU,SQL server high CPU observed. Possible reason: Queries returning too many rows causing overload.,[2025-09-06 16:28] DBA acknowledged the incident. || [2025-09-06 16:40] Investigated system performance counters. || [2025-09-06 16:59] Checked SQL server error logs. || [2025-09-06 17:19] Identified root cause: Queries returning too many rows causing overload. || [2025-09-06 17:25] Applied mitigation step. || [2025-09-06 17:33] Service returned to healthy state.
b25a2723,SQL server high CPU,SQL server high CPU,SQL server high CPU observed. Possible reason: A bad or inefficient query running too long.,[2025-09-17 16:28] DBA acknowledged the incident. || [2025-09-17 16:47] Investigated system performance counters. || [2025-09-17 16:57] Checked SQL server error logs. || [2025-09-17 17:06] Identified root cause: A bad or inefficient query running too long. || [2025-09-17 17:18] Applied mitigation step. || [2025-09-17 17:25] Service returned to healthy state.
2323ca50,SQL server availability group failover,SQL server availability group failover,SQL server availability group failover observed. Possible reason: Cluster node heartbeat lost.,[2025-09-24 16:28] DBA acknowledged the incident. || [2025-09-24 16:46] Investigated system performance counters. || [2025-09-24 16:54] Checked SQL server error logs. || [2025-09-24 17:00] Identified root cause: Cluster node heartbeat lost. || [2025-09-24 17:11] Applied mitigation step. || [2025-09-24 17:22] Service returned to healthy state.
813f74a9,SQL server db connection,SQL server db connection,SQL server db connection observed. Possible reason: SQL service not online due to failure.,[2025-10-05 16:28] DBA acknowledged the incident. || [2025-10-05 16:41] Investigated system performance counters. || [2025-10-05 16:51] Checked SQL server error logs. || [2025-10-05 17:01] Identified root cause: SQL service not online due to failure. || [2025-10-05 17:10] Applied mitigation step. || [2025-10-05 17:22] Service returned to healthy state.
b546a8bf,SQL server availability group failover,SQL server availability group failover,SQL server availability group failover observed. Possible reason: Log send queue high delaying synchronization.,[2025-09-17 16:28] DBA acknowledged the incident. || [2025-09-17 16:47] Investigated system performance counters. || [2025-09-17 17:05] Checked SQL server error logs. || [2025-09-17 17:16] Identified root cause: Log send queue high delaying synchronization. || [2025-09-17 17:21] Applied mitigation step. || [2025-09-17 17:41] Service returned to healthy state.
ef2a32bc,SQL server high CPU,SQL server high CPU,SQL server high CPU observed. Possible reason: More connections than expected hitting the server.,[2025-09-17 16:28] DBA acknowledged the incident. || [2025-09-17 16:47] Investigated system performance counters. || [2025-09-17 17:06] Checked SQL server error logs. || [2025-09-17 17:15] Identified root cause: More connections than expected hitting the server. || [2025-09-17 17:21] Applied mitigation step. || [2025-09-17 17:27] Service returned to healthy state.
7434b46c,SQL server high CPU,SQL server high CPU,SQL server high CPU observed. Possible reason: More connections than expected hitting the server.,[2025-10-05 16:28] DBA acknowledged the incident. || [2025-10-05 16:36] Investigated system performance counters. || [2025-10-05 16:42] Checked SQL server error logs. || [2025-10-05 16:58] Identified root cause: More connections than expected hitting the server. || [2025-10-05 17:16] Applied mitigation step. || [2025-10-05 17:30] Service returned to healthy state.
34a89f56,SQL server db connection,SQL server db connection,SQL server db connection observed. Possible reason: Too many sessions blocking on server.,[2025-09-26 16:28] DBA acknowledged the incident. || [2025-09-26 16:47] Investigated system performance counters. || [2025-09-26 16:56] Checked SQL server error logs. || [2025-09-26 17:04] Identified root cause: Too many sessions blocking on server. || [2025-09-26 17:14] Applied mitigation step. || [2025-09-26 17:21] Service returned to healthy state.
2669171e,SQL server disk I/O bottleneck,SQL server disk I/O bottleneck,SQL server disk I/O bottleneck observed. Possible reason: Excessive tempdb usage under workload.,[2025-09-10 16:28] DBA acknowledged the incident. || [2025-09-10 16:41] Investigated system performance counters. || [2025-09-10 16:50] Checked SQL server error logs. || [2025-09-10 17:06] Identified root cause: Excessive tempdb usage under workload. || [2025-09-10 17:11] Applied mitigation step. || [2025-09-10 17:26] Service returned to healthy state.
c96a68a6,SQL server deadlocks,SQL server deadlocks,SQL server deadlocks observed. Possible reason: Missing indexes causing lock contention.,[2025-09-10 16:28] DBA acknowledged the incident. || [2025-09-10 16:47] Investigated system performance counters. || [2025-09-10 17:05] Checked SQL server error logs. || [2025-09-10 17:21] Identified root cause: Missing indexes causing lock contention. || [2025-09-10 17:29] Applied mitigation step. || [2025-09-10 17:44] Service returned to healthy state.
ea4b4e01,SQL server availability group failover,SQL server availability group failover,SQL server availability group failover observed. Possible reason: Automatic failover triggered.,[2025-09-30 16:28] DBA acknowledged the incident. || [2025-09-30 16:42] Investigated system performance counters. || [2025-09-30 16:47] Checked SQL server error logs. || [2025-09-30 17:01] Identified root cause: Automatic failover triggered. || [2025-09-30 17:06] Applied mitigation step. || [2025-09-30 17:22] Service returned to healthy state.
39944053,SQL server db connection,SQL server db connection,SQL server db connection observed. Possible reason: Too many sessions blocking on server.,[2025-09-20 16:28] DBA acknowledged the incident. || [2025-09-20 16:43] Investigated system performance counters. || [2025-09-20 16:50] Checked SQL server error logs. || [2025-09-20 17:03] Identified root cause: Too many sessions blocking on server. || [2025-09-20 17:10] Applied mitigation step. || [2025-09-20 17:16] Service returned to healthy state.
57fb1cfe,SQL server high CPU,SQL server high CPU,SQL server high CPU observed. Possible reason: Index/table scan causing server overhead.,[2025-09-28 16:28] DBA acknowledged the incident. || [2025-09-28 16:41] Investigated system performance counters. || [2025-09-28 16:52] Checked SQL server error logs. || [2025-09-28 17:02] Identified root cause: Index/table scan causing server overhead. || [2025-09-28 17:15] Applied mitigation step. || [2025-09-28 17:34] Service returned to healthy state.
2a433437,SQL server memory pressure,SQL server memory pressure,SQL server memory pressure observed. Possible reason: High concurrent query execution.,[2025-09-22 16:28] DBA acknowledged the incident. || [2025-09-22 16:48] Investigated system performance counters. || [2025-09-22 16:55] Checked SQL server error logs. || [2025-09-22 17:08] Identified root cause: High concurrent query execution. || [2025-09-22 17:24] Applied mitigation step. || [2025-09-22 17:40] Service returned to healthy state.
a43ed8e3,SQL server db connection,SQL server db connection,SQL server db connection observed. Possible reason: Too many sessions blocking on server.,[2025-09-23 16:28] DBA acknowledged the incident. || [2025-09-23 16:38] Investigated system performance counters. || [2025-09-23 16:46] Checked SQL server error logs. || [2025-09-23 16:54] Identified root cause: Too many sessions blocking on server. || [2025-09-23 17:06] Applied mitigation step. || [2025-09-23 17:24] Service returned to healthy state.
87243ad9,SQL server deadlocks,SQL server deadlocks,SQL server deadlocks observed. Possible reason: Batch queries holding locks too long.,[2025-09-07 16:28] DBA acknowledged the incident. || [2025-09-07 16:47] Investigated system performance counters. || [2025-09-07 17:06] Checked SQL server error logs. || [2025-09-07 17:11] Identified root cause: Batch queries holding locks too long. || [2025-09-07 17:20] Applied mitigation step. || [2025-09-07 17:32] Service returned to healthy state.
126a443f,SQL server disk I/O bottleneck,SQL server disk I/O bottleneck,SQL server disk I/O bottleneck observed. Possible reason: Underlying storage subsystem is slow.,[2025-09-17 16:28] DBA acknowledged the incident. || [2025-09-17 16:36] Investigated system performance counters. || [2025-09-17 16:51] Checked SQL server error logs. || [2025-09-17 16:58] Identified root cause: Underlying storage subsystem is slow. || [2025-09-17 17:03] Applied mitigation step. || [2025-09-17 17:14] Service returned to healthy state.
37f89485,SQL server deadlocks,SQL server deadlocks,SQL server deadlocks observed. Possible reason: Missing indexes causing lock contention.,[2025-09-28 16:28] DBA acknowledged the incident. || [2025-09-28 16:45] Investigated system performance counters. || [2025-09-28 16:56] Checked SQL server error logs. || [2025-09-28 17:09] Identified root cause: Missing indexes causing lock contention. || [2025-09-28 17:22] Applied mitigation step. || [2025-09-28 17:32] Service returned to healthy state.
5cb2e68f,SQL server db connection,SQL server db connection,SQL server db connection observed. Possible reason: Target DB not online due to recovery or crash.,[2025-09-29 16:28] DBA acknowledged the incident. || [2025-09-29 16:38] Investigated system performance counters. || [2025-09-29 16:44] Checked SQL server error logs. || [2025-09-29 17:02] Identified root cause: Target DB not online due to recovery or crash. || [2025-09-29 17:21] Applied mitigation step. || [2025-09-29 17:33] Service returned to healthy state.
e6d7a716,SQL server availability group failover,SQL server availability group failover,SQL server availability group failover observed. Possible reason: Automatic failover triggered.,[2025-09-15 16:28] DBA acknowledged the incident. || [2025-09-15 16:33] Investigated system performance counters. || [2025-09-15 16:50] Checked SQL server error logs. || [2025-09-15 16:59] Identified root cause: Automatic failover triggered. || [2025-09-15 17:15] Applied mitigation step. || [2025-09-15 17:20] Service returned to healthy state.
5f6ef23a,SQL server disk I/O bottleneck,SQL server disk I/O bottleneck,SQL server disk I/O bottleneck observed. Possible reason: Underlying storage subsystem is slow.,[2025-09-22 16:28] DBA acknowledged the incident. || [2025-09-22 16:48] Investigated system performance counters. || [2025-09-22 16:55] Checked SQL server error logs. || [2025-09-22 17:10] Identified root cause: Underlying storage subsystem is slow. || [2025-09-22 17:15] Applied mitigation step. || [2025-09-22 17:27] Service returned to healthy state.
70613c0c,SQL server db connection,SQL server db connection,SQL server db connection observed. Possible reason: SQL service not online due to failure.,[2025-09-15 16:28] DBA acknowledged the incident. || [2025-09-15 16:41] Investigated system performance counters. || [2025-09-15 16:59] Checked SQL server error logs. || [2025-09-15 17:10] Identified root cause: SQL service not online due to failure. || [2025-09-15 17:28] Applied mitigation step. || [2025-09-15 17:37] Service returned to healthy state.
d248a770,SQL server db connection,SQL server db connection,SQL server db connection observed. Possible reason: Too many sessions blocking on server.,[2025-09-08 16:28] DBA acknowledged the incident. || [2025-09-08 16:46] Investigated system performance counters. || [2025-09-08 17:00] Checked SQL server error logs. || [2025-09-08 17:06] Identified root cause: Too many sessions blocking on server. || [2025-09-08 17:13] Applied mitigation step. || [2025-09-08 17:22] Service returned to healthy state.
c57539ab,SQL server high CPU,SQL server high CPU,SQL server high CPU observed. Possible reason: More connections than expected hitting the server.,[2025-09-07 16:28] DBA acknowledged the incident. || [2025-09-07 16:39] Investigated system performance counters. || [2025-09-07 16:54] Checked SQL server error logs. || [2025-09-07 17:05] Identified root cause: More connections than expected hitting the server. || [2025-09-07 17:12] Applied mitigation step. || [2025-09-07 17:22] Service returned to healthy state.
5bf00554,SQL server availability group failover,SQL server availability group failover,SQL server availability group failover observed. Possible reason: Automatic failover triggered.,[2025-09-21 16:28] DBA acknowledged the incident. || [2025-09-21 16:33] Investigated system performance counters. || [2025-09-21 16:47] Checked SQL server error logs. || [2025-09-21 17:02] Identified root cause: Automatic failover triggered. || [2025-09-21 17:17] Applied mitigation step. || [2025-09-21 17:30] Service returned to healthy state.
5632d8e5,SQL server high CPU,SQL server high CPU,SQL server high CPU observed. Possible reason: Queries returning too many rows causing overload.,[2025-09-18 16:28] DBA acknowledged the incident. || [2025-09-18 16:40] Investigated system performance counters. || [2025-09-18 16:54] Checked SQL server error logs. || [2025-09-18 17:08] Identified root cause: Queries returning too many rows causing overload. || [2025-09-18 17:20] Applied mitigation step. || [2025-09-18 17:25] Service returned to healthy state.
2d7a2f3d,SQL server deadlocks,SQL server deadlocks,SQL server deadlocks observed. Possible reason: Batch queries holding locks too long.,[2025-09-30 16:28] DBA acknowledged the incident. || [2025-09-30 16:44] Investigated system performance counters. || [2025-09-30 16:51] Checked SQL server error logs. || [2025-09-30 17:08] Identified root cause: Batch queries holding locks too long. || [2025-09-30 17:13] Applied mitigation step. || [2025-09-30 17:19] Service returned to healthy state.
ee08061d,SQL server high CPU,SQL server high CPU,SQL server high CPU observed. Possible reason: A bad or inefficient query running too long.,[2025-10-03 16:28] DBA acknowledged the incident. || [2025-10-03 16:38] Investigated system performance counters. || [2025-10-03 16:51] Checked SQL server error logs. || [2025-10-03 17:09] Identified root cause: A bad or inefficient query running too long. || [2025-10-03 17:29] Applied mitigation step. || [2025-10-03 17:36] Service returned to healthy state.
8079ff0f,SQL server availability group failover,SQL server availability group failover,SQL server availability group failover observed. Possible reason: Automatic failover triggered.,[2025-09-25 16:28] DBA acknowledged the incident. || [2025-09-25 16:35] Investigated system performance counters. || [2025-09-25 16:53] Checked SQL server error logs. || [2025-09-25 16:58] Identified root cause: Automatic failover triggered. || [2025-09-25 17:10] Applied mitigation step. || [2025-09-25 17:30] Service returned to healthy state.
39d24779,SQL server high CPU,SQL server high CPU,SQL server high CPU observed. Possible reason: More connections than expected hitting the server.,[2025-09-24 16:28] DBA acknowledged the incident. || [2025-09-24 16:46] Investigated system performance counters. || [2025-09-24 16:56] Checked SQL server error logs. || [2025-09-24 17:06] Identified root cause: More connections than expected hitting the server. || [2025-09-24 17:16] Applied mitigation step. || [2025-09-24 17:34] Service returned to healthy state.
640105bb,SQL server db connection,SQL server db connection,SQL server db connection observed. Possible reason: Too many sessions blocking on server.,[2025-09-16 16:28] DBA acknowledged the incident. || [2025-09-16 16:34] Investigated system performance counters. || [2025-09-16 16:42] Checked SQL server error logs. || [2025-09-16 17:02] Identified root cause: Too many sessions blocking on server. || [2025-09-16 17:08] Applied mitigation step. || [2025-09-16 17:20] Service returned to healthy state.
e005fcdd,SQL server high CPU,SQL server high CPU,SQL server high CPU observed. Possible reason: Queries returning too many rows causing overload.,[2025-09-07 16:28] DBA acknowledged the incident. || [2025-09-07 16:42] Investigated system performance counters. || [2025-09-07 16:53] Checked SQL server error logs. || [2025-09-07 17:08] Identified root cause: Queries returning too many rows causing overload. || [2025-09-07 17:27] Applied mitigation step. || [2025-09-07 17:40] Service returned to healthy state.
1a3719d2,SQL server deadlocks,SQL server deadlocks,SQL server deadlocks observed. Possible reason: Application logic causing circular locking.,[2025-09-07 16:28] DBA acknowledged the incident. || [2025-09-07 16:40] Investigated system performance counters. || [2025-09-07 16:49] Checked SQL server error logs. || [2025-09-07 17:03] Identified root cause: Application logic causing circular locking. || [2025-09-07 17:16] Applied mitigation step. || [2025-09-07 17:31] Service returned to healthy state.
b33cd4b7,SQL server availability group failover,SQL server availability group failover,SQL server availability group failover observed. Possible reason: Automatic failover triggered.,[2025-09-27 16:28] DBA acknowledged the incident. || [2025-09-27 16:45] Investigated system performance counters. || [2025-09-27 16:57] Checked SQL server error logs. || [2025-09-27 17:14] Identified root cause: Automatic failover triggered. || [2025-09-27 17:25] Applied mitigation step. || [2025-09-27 17:31] Service returned to healthy state.
0035795c,SQL server high CPU,SQL server high CPU,SQL server high CPU observed. Possible reason: A bad or inefficient query running too long.,[2025-09-25 16:28] DBA acknowledged the incident. || [2025-09-25 16:48] Investigated system performance counters. || [2025-09-25 16:57] Checked SQL server error logs. || [2025-09-25 17:05] Identified root cause: A bad or inefficient query running too long. || [2025-09-25 17:18] Applied mitigation step. || [2025-09-25 17:29] Service returned to healthy state.
96e48735,SQL server db connection,SQL server db connection,SQL server db connection observed. Possible reason: Too many sessions blocking on server.,[2025-09-24 16:28] DBA acknowledged the incident. || [2025-09-24 16:37] Investigated system performance counters. || [2025-09-24 16:53] Checked SQL server error logs. || [2025-09-24 17:12] Identified root cause: Too many sessions blocking on server. || [2025-09-24 17:28] Applied mitigation step. || [2025-09-24 17:47] Service returned to healthy state.
4f147346,SQL server disk I/O bottleneck,SQL server disk I/O bottleneck,SQL server disk I/O bottleneck observed. Possible reason: Excessive tempdb usage under workload.,[2025-09-08 16:28] DBA acknowledged the incident. || [2025-09-08 16:40] Investigated system performance counters. || [2025-09-08 16:53] Checked SQL server error logs. || [2025-09-08 17:00] Identified root cause: Excessive tempdb usage under workload. || [2025-09-08 17:08] Applied mitigation step. || [2025-09-08 17:15] Service returned to healthy state.
37896cf0,SQL server availability group failover,SQL server availability group failover,SQL server availability group failover observed. Possible reason: Log send queue high delaying synchronization.,[2025-09-19 16:28] DBA acknowledged the incident. || [2025-09-19 16:45] Investigated system performance counters. || [2025-09-19 17:02] Checked SQL server error logs. || [2025-09-19 17:13] Identified root cause: Log send queue high delaying synchronization. || [2025-09-19 17:30] Applied mitigation step. || [2025-09-19 17:42] Service returned to healthy state.
a5504b7c,SQL server deadlocks,SQL server deadlocks,SQL server deadlocks observed. Possible reason: Poor transaction isolation levels.,[2025-09-22 16:28] DBA acknowledged the incident. || [2025-09-22 16:46] Investigated system performance counters. || [2025-09-22 16:59] Checked SQL server error logs. || [2025-09-22 17:18] Identified root cause: Poor transaction isolation levels. || [2025-09-22 17:24] Applied mitigation step. || [2025-09-22 17:31] Service returned to healthy state.
563c7503,SQL server deadlocks,SQL server deadlocks,SQL server deadlocks observed. Possible reason: Batch queries holding locks too long.,[2025-09-06 16:28] DBA acknowledged the incident. || [2025-09-06 16:42] Investigated system performance counters. || [2025-09-06 17:00] Checked SQL server error logs. || [2025-09-06 17:12] Identified root cause: Batch queries holding locks too long. || [2025-09-06 17:31] Applied mitigation step. || [2025-09-06 17:37] Service returned to healthy state.
